id,count
0,101.2
1,217.2
2,83.73
4,31.59
5,64.36
10,117.3
11,211.12
12,330.94
15,37.11
17,111.9
18,297.06
23,237.52
25,81.28
26,37.77
31,217.7
39,132.99
40,27.32
41,186.13
42,368.87
43,135.28
51,211.38
52,84.73
54,16.05
60,143.03
61,142.55
62,113.68
63,30.53
65,115.76
66,112.7
68,148.72
71,70.76
80,30.65
82,66.11
94,133.38
98,255.39
101,34.11
102,132.86
107,111.57
112,245.82
113,74.24
115,54.15
116,118.21
120,152.9
121,77.53
122,331.06
132,217.25
143,88.69
147,62.25
150,17.27
151,87.79
152,220.26
153,91.47
155,186.27
156,80.7
159,188.57
161,126.49
163,48.13
177,172.53
186,13.71
188,21.22
190,88.06
191,79.43
192,263.62
195,317.01
200,148.0
209,317.57
210,16.76
211,214.58
214,132.01
215,25.98
218,100.11
219,31.11
222,130.79
225,16.27
228,315.89
236,227.67
241,35.1
242,178.47
243,225.72
245,18.75
247,244.88
251,136.88
252,84.17
253,86.8
254,89.92
258,330.5
260,55.4
261,163.18
265,112.46
266,290.26
267,288.12
269,146.97
270,64.29
275,96.36
278,35.2
279,85.3
286,90.52
287,28.4
288,214.32
289,141.59
293,17.29
294,163.62
297,44.61
302,123.8
303,55.39
304,64.04
307,100.85
309,16.9
311,175.87
312,113.39
314,179.39
315,242.93
319,153.18
322,110.9
323,64.4
325,118.83
327,251.82
330,32.95
332,177.79
333,16.11
338,100.67
341,112.11
345,201.25
348,116.42
349,45.79
350,115.16
352,55.77
355,13.31
356,243.06
358,55.87
363,127.93
369,155.38
371,17.68
372,128.06
375,311.83
380,132.16
388,45.91
391,149.72
392,266.9
393,376.82
394,221.04
396,27.82
401,37.89
407,101.01
409,87.41
410,117.35
416,114.01
418,117.85
420,154.07
421,223.01
422,129.91
424,289.39
428,331.61
429,232.89
431,157.39
435,9.87
439,114.69
441,12.11
447,96.67
449,131.7
451,135.95
452,15.28
454,211.4
458,236.74
463,122.51
467,15.16
470,247.95
471,148.31
474,292.74
