id,count
0,100.33
1,208.54
2,78.41
4,32.52
5,77.54
10,120.61
11,195.08
12,314.41
15,34.24
17,117.43
18,306.43
23,246.33
25,97.21
26,39.31
31,213.9
39,162.13
40,26.77
41,175.93
42,361.39
43,154.16
51,231.46
52,82.96
54,15.65
60,143.3
61,129.93
62,115.24
63,31.11
65,117.65
66,112.32
68,156.14
71,73.55
80,29.0
82,73.94
94,128.3
98,277.82
101,32.22
102,131.41
107,129.15
112,225.27
113,79.06
115,64.28
116,120.13
120,169.83
121,87.36
122,335.04
132,186.34
143,95.04
147,70.61
150,16.5
151,85.61
152,236.75
153,94.55
155,187.03
156,87.68
159,185.6
161,137.51
163,45.05
177,184.83
186,13.13
188,20.06
190,87.45
191,81.1
192,256.51
195,311.39
200,145.91
209,318.38
210,15.37
211,232.5
214,101.78
215,25.52
218,99.63
219,33.19
222,125.83
225,15.21
228,323.56
236,213.27
241,34.73
242,176.25
243,227.87
245,18.54
247,249.13
251,136.13
252,88.12
253,85.55
254,85.4
258,328.61
260,62.76
261,170.52
265,119.01
266,282.45
267,297.83
269,164.21
270,73.81
275,101.58
278,35.02
279,81.71
286,95.43
287,28.41
288,231.17
289,139.41
293,18.56
294,136.65
297,39.56
302,125.13
303,66.51
304,80.18
307,100.12
309,17.15
311,170.32
312,122.51
314,178.53
315,232.38
319,158.24
322,115.82
323,73.74
325,121.83
327,249.99
330,34.18
332,188.14
333,17.75
338,100.99
341,113.19
345,186.74
348,124.94
349,45.05
350,117.07
352,61.36
355,15.46
356,216.21
358,64.28
363,133.51
369,162.39
371,16.64
372,134.33
375,309.46
380,127.31
388,45.36
391,151.69
392,256.72
393,378.7
394,191.2
396,26.93
401,38.38
407,113.79
409,87.05
410,117.49
416,107.31
418,121.87
420,148.39
421,222.17
422,133.83
424,294.48
428,334.22
429,221.28
431,142.24
435,10.82
439,114.99
441,11.0
447,97.79
449,141.66
451,143.67
452,17.1
454,213.24
458,209.63
463,120.19
467,14.48
470,216.34
471,158.03
474,299.6
478,16.58
483,121.33
484,129.2
485,89.92
486,123.91
491,100.04
494,104.96
495,243.54
497,212.71
499,161.81
515,109.21
518,200.38
521,179.43
525,161.1
529,240.85
532,147.67
534,116.13
540,117.62
544,303.31
547,167.79
549,44.31
563,34.97
564,149.5
567,120.84
572,104.02
577,131.0
578,274.79
585,341.23
588,145.84
589,122.27
590,109.16
592,17.38
594,208.91
596,14.06
598,337.01
599,145.89
605,39.32
606,135.21
607,246.21
608,220.21
609,72.92
610,287.55
611,185.06
614,127.51
615,215.13
616,264.03
617,131.77
618,238.76
624,115.23
629,134.07
631,92.68
633,99.2
637,24.26
638,105.59
643,75.09
644,133.51
645,35.51
646,207.89
648,187.94
650,37.9
651,195.74
652,263.58
656,106.78
657,19.31
659,66.95
660,197.61
662,103.13
665,388.14
675,325.72
681,172.27
682,222.07
685,20.56
686,214.12
689,25.79
696,142.58
703,145.58
704,95.91
705,99.63
714,234.03
717,101.43
718,15.22
720,91.8
721,262.88
723,239.14
726,193.23
728,132.33
730,191.84
731,25.23
734,341.08
737,70.77
738,19.66
745,158.43
746,26.12
749,233.23
752,26.51
753,186.51
758,254.38
765,15.47
766,220.22
768,85.52
769,190.96
774,134.18
775,112.28
781,62.23
784,334.75
794,18.46
795,267.81
796,85.33
802,157.64
803,217.83
805,34.43
806,291.15
807,100.53
809,15.6
810,165.57
812,198.99
814,115.24
818,249.24
819,130.34
825,76.57
836,124.33
839,115.44
847,262.02
848,173.59
851,116.11
852,131.96
853,33.64
857,149.55
858,41.83
859,212.99
861,21.91
867,102.77
870,195.61
871,217.5
872,232.83
874,379.56
881,188.96
886,134.74
890,63.16
895,154.41
899,90.52
900,269.95
901,242.69
902,251.59
903,38.8
913,262.92
918,192.56
923,109.73
924,35.66
926,23.59
927,19.83
930,220.47
934,32.81
937,112.03
939,145.04
941,99.57
942,372.92
946,273.57
950,96.62
953,73.58
959,103.15
961,27.84
962,107.73
964,86.02
969,196.04
971,152.39
976,40.98
978,255.14
980,247.15
981,153.04
990,365.24
993,18.28
996,18.6
998,315.6
999,191.05
1006,121.67
1008,15.23
1013,32.53
1015,100.0
1016,119.56
1022,296.51
1026,219.38
1028,238.72
1031,53.72
1034,64.28
1037,212.52
1040,70.42
1042,19.36
1046,17.5
1048,99.36
1049,113.62
1050,74.79
1051,201.19
1052,250.84
1055,195.32
1060,169.95
1064,29.61
1066,77.48
1071,99.7
1073,13.75
1089,199.32
1091,89.75
1092,78.77
1093,224.24
1096,315.01
1097,216.65
1098,19.31
1099,39.34
1102,184.09
1107,103.39
1109,42.18
1111,136.75
1112,115.25
1114,308.93
1116,299.67
1117,124.73
1118,67.06
1122,132.3
1124,162.82
1127,122.31
1133,219.7
1134,35.28
1135,112.42
1139,296.32
1143,62.42
1150,116.29
1151,113.9
1153,266.55
1155,26.59
1162,28.15
1163,206.37
1166,21.1
1171,86.86
1172,15.59
1173,270.62
1174,82.08
1177,120.2
1178,138.84
1184,198.14
1185,112.74
1186,117.45
1187,162.26
1188,289.79
1191,138.28
1207,121.93
1213,45.49
1215,121.97
1223,168.4
1227,118.0
1236,62.57
1237,61.71
1238,17.45
1241,29.7
1248,17.76
1250,36.71
1251,164.64
1253,113.15
1255,98.4
1257,160.07
1261,115.98
1262,346.43
1265,123.44
1273,169.05
1277,262.02
1278,109.38
1280,113.9
1284,236.75
1285,333.08
1288,36.86
1295,115.63
1297,360.49
1299,258.43
1304,141.94
1308,44.84
1310,96.47
1311,108.97
1314,101.49
1315,109.47
1318,30.72
1320,324.75
1321,303.12
1322,228.25
1330,115.17
1333,153.95
1334,235.35
1341,134.42
1344,141.27
1351,241.97
1354,105.17
1356,62.6
1363,120.18
1365,198.61
1369,126.58
1373,114.74
1375,118.38
1377,89.4
1379,142.04
1380,275.29
1381,98.86
1384,178.33
1390,193.56
1393,243.57
1395,62.54
1399,327.56
1400,89.78
1401,154.41
1404,156.3
1408,12.94
1409,28.44
1413,234.54
1416,294.47
1418,103.12
1423,101.25
1424,26.17
1425,16.47
1433,274.85
1434,142.76
1436,326.44
1442,256.58
1444,85.66
1445,104.88
1452,201.73
1455,172.0
1462,74.53
1467,75.77
1472,43.49
1475,189.67
1493,110.23
1501,228.6
1503,304.7
1504,220.8
1505,14.71
1511,231.89
1512,62.56
1513,83.82
1514,41.45
1528,234.75
1533,251.12
1534,30.34
1536,149.11
1537,74.19
1539,216.83
1550,224.59
1552,206.04
1554,209.19
1555,365.68
1556,103.84
1559,33.94
1563,255.68
1566,138.24
1567,143.79
1568,28.92
1571,232.26
1572,17.99
1574,60.86
1577,17.25
1583,73.75
1585,29.22
1586,185.86
1587,191.61
1596,142.95
1602,33.28
1604,85.35
1605,35.61
1610,312.78
1611,97.05
1616,35.36
1617,100.14
1618,16.45
1622,45.75
1623,31.39
1628,305.87
1631,18.55
1632,181.98
1633,249.48
1634,305.26
1636,225.05
1637,103.05
1643,132.34
1644,105.22
1646,104.73
1648,204.27
1651,33.63
1656,19.47
1658,149.48
1659,16.95
1665,198.98
1666,143.8
1670,40.44
1674,143.69
1679,200.71
1680,222.04
1683,334.3
1686,27.23
1691,100.31
1693,34.52
1696,41.45
1697,98.94
1703,106.08
1706,27.64
1709,164.9
1710,89.36
1712,208.86
1713,125.6
1718,332.7
1719,167.84
1722,288.49
1723,132.38
1724,282.1
1728,56.34
1730,34.99
1732,28.82
1737,38.09
1745,85.03
1747,14.24
1748,12.36
1755,96.8
1759,16.86
1761,277.09
1764,214.2
1765,153.43
1766,88.33
1768,104.2
1770,29.0
1771,138.2
1774,98.46
1785,129.65
1788,188.56
1792,15.64
1794,225.86
1797,116.61
1798,12.84
1799,269.32
1802,105.08
1806,35.09
1808,81.26
1810,245.25
1818,106.66
1819,375.49
1820,286.92
1822,211.74
1826,219.07
1827,182.27
1835,17.91
1841,114.55
1842,137.56
1843,16.57
1846,44.49
1849,101.48
1850,203.64
1851,198.25
1857,63.71
1858,171.56
1860,98.81
1861,254.86
1864,119.04
1869,320.95
1871,74.29
1872,30.63
1875,16.66
1878,236.5
1879,235.65
1885,91.71
1888,109.82
1889,30.78
1890,94.32
1896,144.88
1897,177.43
1898,107.3
1900,106.97
1905,38.31
1908,113.72
1909,101.24
1913,76.15
1918,109.37
1922,337.79
1923,129.48
1925,260.36
1926,136.36
1927,296.74
1930,209.46
1935,71.91
