id,count
0,101.44
1,260.82
2,86.70566666666667
4,35.04
5,79.96
10,133.33
11,301.2325
12,404.74
15,35.04
17,164.18599999999998
18,287.09
23,226.9925
25,155.8575
26,47.49
31,202.02
39,136.2108333333333
40,31.649
41,189.24666666666664
42,392.23
43,172.72
51,155.4
52,98.75
54,16.19
60,139.02166666666668
61,157.36700000000002
62,97.90133333333333
63,34.07
65,88.52866666666667
66,128.81
68,124.73749999999998
71,86.08
80,28.389
82,65.18900000000001
94,145.3586666666667
98,222.20916666666668
101,35.04
102,152.9762619047619
107,92.89
112,255.57
113,101.44
115,62.50833333333334
116,108.43125
120,168.90150000000003
121,64.27
122,318.9204761904762
132,213.7276666666667
143,101.55
147,65.18900000000001
150,14.705333333333334
151,86.08
152,202.93
153,86.08
155,229.99
156,50.52
159,136.2108333333333
161,182.06150000000002
163,46.82
177,133.93
186,16.19
188,17.1265
190,114.88
191,76.85
192,284.685
195,297.5871428571429
200,142.07
209,321.1466666666667
210,16.19
211,255.57
214,222.69
215,28.389
218,99.04133333333333
219,39.13
222,220.995
225,17.01
228,319.2004761904762
236,190.89628571428568
241,35.5225
242,173.255
243,163.9475
245,14.536000000000001
247,252.06
251,118.9585
252,82.79
253,86.08
254,88.92844444444447
258,300.495
260,65.18900000000001
261,151.667
265,92.55
266,289.62333333333333
267,332.8638095238096
269,232.39
270,65.18900000000001
275,98.51133333333333
278,47.49
279,82.34166666666665
286,101.44
287,27.267333333333337
288,225.39
289,129.24333333333334
293,20.3095
294,175.87
297,31.703000000000003
302,128.02833333333334
303,101.44
304,78.225
307,101.04466666666669
309,14.536000000000001
311,169.57733333333334
312,120.54
314,180.17
315,188.862
319,131.66666666666669
322,106.49
323,40.847619047619055
325,169.57733333333334
327,257.89
330,47.49
332,172.2462857142857
333,14.705333333333334
338,99.57133333333333
341,86.91
345,207.89666666666665
348,101.915
349,47.49
350,129.83
352,43.43
355,18.71
356,150.3455
358,65.18900000000001
363,151.692
369,136.2108333333333
371,16.826666666666668
372,160.6473333333333
375,299.69047619047626
380,156.217
388,38.33
391,118.9585
392,292.0857142857143
393,344.7833333333333
394,229.99
396,28.389
401,43.91
407,115.57
409,86.08
410,128.39833333333334
416,117.25
418,131.4
420,155.8575
421,215.85
422,139.43266666666665
424,283.25142857142856
428,344.95333333333326
429,260.82
431,219.65416666666664
435,16.336666666666666
439,93.18
441,13.3
447,86.08
449,215.85
451,215.85
452,14.536000000000001
454,228.06166666666667
458,260.82
463,149.83
467,14.536000000000001
470,277.49083333333334
471,128.74173809523808
474,286.47
478,14.536000000000001
483,129.53
484,134.9116666666667
485,86.08
486,146.70416666666668
491,100.38466666666669
494,92.522
495,268.02
497,238.75
499,255.57
515,133.64
518,225.74666666666667
521,189.26
525,157.36700000000002
529,229.96166666666667
532,152.34333333333333
534,86.08
540,90.30735714285714
544,331.26380952380964
547,149.0555
549,38.141999999999996
563,47.49
564,169.57733333333334
567,128.81
572,139.02166666666668
577,130.1833333333333
578,217.4
585,377.47
588,215.85
589,151.667
590,109.869
592,16.19
594,248.96
596,16.19
598,408.55
599,107.34666666666668
605,35.04
606,146.70416666666668
607,271.13
608,163.06233333333333
609,41.177619047619054
610,285.1357142857143
611,227.95
614,149.9925
615,181.59
616,252.06
617,150.24719047619047
618,249.29150000000004
624,129.41
629,156.217
631,86.08
633,101.44
637,28.389
638,99.04133333333333
643,86.4175
644,133.73
645,47.49
646,208.872
648,183.78
650,26.81
651,227.93
652,261.9
656,148.38833333333332
657,16.19
659,103.77
660,244.49189285714286
662,100.38466666666669
665,395.6233333333333
675,323.1804761904762
681,145.42133333333334
682,296.72683333333333
685,15.975119047619051
686,142.80264285714284
689,28.389
696,108.43257142857142
703,142.33
704,100.23466666666668
705,140.8485
714,250.5
717,121.14
718,14.536000000000001
720,100.62666666666668
721,245.2
723,218.32
726,227.93
728,139.43266666666665
730,229.7
731,28.389
734,358.8733333333333
737,86.08
738,15.48683333333333
745,255.57
746,28.389
749,224.815
752,28.389
753,227.98
758,224.815
765,16.19
766,280.87
768,86.08
769,211.2402619047619
774,187.835
775,89.89200000000001
781,65.18900000000001
784,342.8971428571429
794,14.536000000000001
795,269.33
796,86.08
802,183.2
803,229.7
805,47.49
806,286.42
807,99.01466666666668
809,15.684333333333335
810,187.88299999999998
812,229.73
814,129.41
818,247.12625
819,169.57733333333334
825,60.4
836,137.32666666666665
839,153.1
847,266.58
848,229.89
851,135.0493333333333
852,139.80666666666667
853,31.59
857,172.72
858,47.49
859,223.72
861,21.52
867,98.61466666666666
870,240.92375
871,196.62
872,215.85
874,404.74
881,141.1583333333333
886,159.0375
890,65.18900000000001
895,132.66904761904763
899,86.08
900,270.26
901,234.94666666666663
902,234.4051666666667
903,35.04
913,234.94666666666663
918,150.12
923,194.04892857142855
924,47.49
926,23.679000000000002
927,17.08
930,239.07375
934,26.74
937,142.57
939,205.09
941,101.46
942,408.55
946,287.73
950,99.01466666666668
953,79.49723809523809
959,67.61
961,22.28916666666667
962,101.44
964,52.37
969,226.24
971,126.05
976,40.07
978,219.25780952380953
980,259.06
981,206.82666666666665
990,377.47
993,16.91916666666667
996,16.19
998,344.3304761904762
999,148.3525
1006,98.27133333333333
1008,16.19
1013,24.756999999999998
1015,109.8
1016,144.9786666666667
1022,324.46666666666675
1026,220.46
1028,245.2
1031,96.37
1034,65.18900000000001
1037,190.59
1040,65.18900000000001
1042,18.9925
1046,16.19
1048,114.6575
1049,98.38133333333333
1050,44.790000000000006
1051,188.3925
1052,252.06
1055,227.95
1060,136.11233333333334
1064,28.389
1066,56.5
1071,99.57133333333333
1073,14.536000000000001
1089,169.57733333333334
1091,111.56
1092,68.25633333333334
1093,223.37666666666664
1096,339.1671428571429
1097,223.37666666666664
1098,12.413333333333334
1099,47.49
1102,215.85
1107,101.44
1109,35.04
1111,165.57
1112,111.04458333333334
1114,292.0471428571429
1116,286.42
1117,151.692
1118,101.44
1122,169.68
1124,186.1728571428571
1127,129.9
1133,260.82
1134,47.49
1135,227.4025
1139,299.69047619047626
1143,65.18900000000001
1150,131.4
1151,91.37
1153,264.81
1155,28.389
1162,22.22416666666667
1163,216.4
1166,19.08
1171,86.08
1172,14.536000000000001
1173,232.0
1174,101.44
1177,87.53
1178,181.27916666666667
1184,228.03
1185,100.38466666666669
1186,131.31
1187,118.9585
1188,286.1
1191,165.55
1207,93.3
1213,47.49
1215,145.3586666666667
1223,255.57
1227,109.869
1236,65.18900000000001
1237,54.06
1238,16.19
1241,28.389
1248,14.705333333333334
1250,38.81
1251,151.667
1253,129.53
1255,110.40508333333334
1257,255.57
1261,129.41
1262,339.63
1265,169.92
1273,145.18
1277,274.67571428571426
1278,107.32416666666668
1280,129.53
1284,249.2090476190476
1285,333.5304761904762
1288,35.04
1295,92.21666666666668
1297,404.74
1299,242.265
1304,147.37
1308,47.49
1310,98.71566666666666
1311,146.77883333333332
1314,101.44
1315,100.27466666666669
1318,39.626
1320,344.3304761904762
1321,294.45000000000005
1322,229.96883333333338
1330,98.18
1333,138.29349999999997
1334,263.017
1341,148.57049999999998
1344,177.35635714285715
1351,263.017
1354,99.22090476190476
1356,65.18900000000001
1363,96.73133333333334
1365,205.37
1369,150.24719047619047
1373,128.81
1375,97.61133333333333
1377,86.08
1379,174.9381666666667
1380,289.62333333333333
1381,97.85333333333332
1384,156.09249999999997
1390,211.2402619047619
1393,232.21
1395,65.18900000000001
1399,340.925
1400,86.125
1401,139.96
1404,100.99
1408,14.536000000000001
1409,19.987000000000002
1413,223.72
1416,277.0157142857143
1418,99.01466666666668
